symbol,id,orderId,orderListId,price,qty,quoteQty,commission,commissionAsset,time,isBuyer,isMaker,isBestMatch
BTCBUSD,519661,2014838,-1,40212.79,0.014279,574.19842841,0.0,BTC,1650484336827,True,False,True
BTCBUSD,519662,2014839,-1,40212.79,0.009205,370.15873195,0.0,BTC,1650484637584,True,False,True
BTCBUSD,519664,2014842,-1,40212.79,0.006779,272.60250341,0.0,BTC,1650484816180,True,False,True
BTCBUSD,519665,2014845,-1,40212.79,0.002313,93.01218327,0.0,BTC,1650484940744,True,False,True
BTCBUSD,519666,2014846,-1,40212.79,0.000346,13.91362534,0.0,BTC,1650485057058,True,False,True
BTCBUSD,519667,2014848,-1,40212.79,0.000943,37.92066097,0.0,BTC,1650485172539,True,False,True
BTCBUSD,519668,2014850,-1,40212.79,0.000903,36.31214937,0.0,BTC,1650485300464,True,False,True
BTCBUSD,519669,2014851,-1,40212.79,0.000287,11.54107073,0.0,BTC,1650485358804,True,False,True
