Datetime,sentiment_balance_total,sentiment_volume_consumed_total
2017-06-04 00:00:00+00:00,0.1009478,-0.22920938
2017-06-05 00:00:00+00:00,0.7409309,-0.24726406
2017-06-06 00:00:00+00:00,0.053304076,-0.24726406
2017-06-07 00:00:00+00:00,0.8517026,-0.17241593
2017-06-08 00:00:00+00:00,1.4785893,0.011516581
2017-06-09 00:00:00+00:00,0.9240252,-0.25343317
2017-06-10 00:00:00+00:00,3.2949555,0.18277723
2017-06-11 00:00:00+00:00,0.0,-0.2577709
2017-06-12 00:00:00+00:00,-0.02508396,-0.26263326
2017-06-13 00:00:00+00:00,2.8125486,0.3590888
2017-06-14 00:00:00+00:00,-0.70091337,-0.39318416
2017-06-15 00:00:00+00:00,0.0,-0.26783073
2017-06-16 00:00:00+00:00,0.8432795,-0.23091269
2017-06-17 00:00:00+00:00,1.649357,-0.052165598
2017-06-18 00:00:00+00:00,0.7567622,-0.20708603
2017-06-19 00:00:00+00:00,2.3410394,0.05576286
2017-06-20 00:00:00+00:00,0.85004395,-0.06641638
2017-06-21 00:00:00+00:00,2.6278534,0.11643224
2017-06-22 00:00:00+00:00,3.347733,3.77815
2017-06-23 00:00:00+00:00,2.5655603,1.6012025
2017-06-24 00:00:00+00:00,0.37576944,-0.3194466
2017-06-25 00:00:00+00:00,0.75424975,0.37430322
2017-06-26 00:00:00+00:00,4.325441,2.8149986
2017-06-27 00:00:00+00:00,-1.4668322,-1.4370216
2017-06-28 00:00:00+00:00,-0.81419986,-1.049177
2017-06-29 00:00:00+00:00,2.5509398,1.4266461
2017-06-30 00:00:00+00:00,3.3785794,1.9689175
2017-07-01 00:00:00+00:00,0.8486141,0.046800774
2017-07-02 00:00:00+00:00,2.5945778,0.39112362
2017-07-03 00:00:00+00:00,2.329835,2.715734
2017-07-04 00:00:00+00:00,6.711439,6.0568166
2017-07-05 00:00:00+00:00,-0.32495356,-0.7455647
2017-07-06 00:00:00+00:00,3.9783163,2.7202375
2017-07-07 00:00:00+00:00,3.966384,1.0762432
2017-07-08 00:00:00+00:00,2.398103,1.1406542
2017-07-09 00:00:00+00:00,0.0,-0.51458323
2017-07-10 00:00:00+00:00,2.294907,-0.061017387
2017-07-11 00:00:00+00:00,-0.9337461,-0.874077
2017-07-12 00:00:00+00:00,5.628998,4.4552407
2017-07-13 00:00:00+00:00,0.66138774,0.09156543
2017-07-14 00:00:00+00:00,-1.5043805,-1.3009948
2017-07-15 00:00:00+00:00,1.4493386,-0.015928108
2017-07-16 00:00:00+00:00,3.0791028,1.1873802
2017-07-17 00:00:00+00:00,2.348095,0.22523303
2017-07-18 00:00:00+00:00,1.684523,0.13862664
2017-07-19 00:00:00+00:00,2.2190619,0.50799155
2017-07-20 00:00:00+00:00,2.3634686,0.008863134
2017-07-21 00:00:00+00:00,-1.7042198,-0.8097461
2017-07-22 00:00:00+00:00,2.3773837,0.19052123
2017-07-23 00:00:00+00:00,-0.7862082,-0.6142932
2017-07-24 00:00:00+00:00,1.7334586,-0.1492508
2017-07-25 00:00:00+00:00,5.4488144,3.2978344
2017-07-26 00:00:00+00:00,-0.09121144,-0.6226094
2017-07-27 00:00:00+00:00,1.7953864,-0.058346123
2017-07-28 00:00:00+00:00,2.5890236,0.5171833
2017-07-29 00:00:00+00:00,0.84323436,-0.2283618
2017-07-30 00:00:00+00:00,0.90538627,-0.41517016
2017-07-31 00:00:00+00:00,-0.18308336,-0.6595036
2017-08-01 00:00:00+00:00,2.3250341,0.3950945
2017-08-02 00:00:00+00:00,1.3323596,-0.036403608
2017-08-03 00:00:00+00:00,-0.97071886,-0.8811414
2017-08-04 00:00:00+00:00,1.5303091,0.043029036
2017-08-05 00:00:00+00:00,0.7074852,-0.51675385
2017-08-06 00:00:00+00:00,4.886362,1.43238
2017-08-07 00:00:00+00:00,-0.85021603,-0.8074417
2017-08-08 00:00:00+00:00,1.5331,-0.20431669
2017-08-09 00:00:00+00:00,2.3827038,1.0188736
2017-08-10 00:00:00+00:00,0.7918999,-0.048721824
2017-08-11 00:00:00+00:00,1.352922,0.08708632
2017-08-12 00:00:00+00:00,1.5420475,-0.124905735
2017-08-13 00:00:00+00:00,-0.88390017,-1.0965515
2017-08-14 00:00:00+00:00,0.8983032,-0.29062468
2017-08-15 00:00:00+00:00,0.9865287,-0.25997782
2017-08-16 00:00:00+00:00,1.6407479,-0.21651539
2017-08-17 00:00:00+00:00,-0.07598245,-0.6882649
2017-08-18 00:00:00+00:00,-0.037160695,-0.6847433
2017-08-19 00:00:00+00:00,1.5392774,0.50802106
2017-08-20 00:00:00+00:00,0.7067534,-0.38608256
2017-08-21 00:00:00+00:00,2.248485,-0.506483
2017-08-22 00:00:00+00:00,0.0,-0.6505789
2017-08-23 00:00:00+00:00,-0.034510553,-0.6605485
2017-08-24 00:00:00+00:00,-1.1467738,-1.6345314
2017-08-25 00:00:00+00:00,1.6079838,-0.37557572
2017-08-26 00:00:00+00:00,-0.06271154,-0.6166291
2017-08-27 00:00:00+00:00,1.6669159,-0.1549689
2017-08-28 00:00:00+00:00,3.3524547,0.30846795
2017-08-29 00:00:00+00:00,0.8381917,-0.20526497
2017-08-30 00:00:00+00:00,0.95627385,-0.28227997
2017-08-31 00:00:00+00:00,1.7816108,0.24253853
2017-09-01 00:00:00+00:00,0.07143527,-0.586649
2017-09-02 00:00:00+00:00,0.8976932,-0.047064245
2017-09-03 00:00:00+00:00,2.513612,0.55322075
2017-09-04 00:00:00+00:00,1.7280347,0.9016554
2017-09-05 00:00:00+00:00,0.93990415,-0.39103374
2017-09-06 00:00:00+00:00,4.1704264,1.99984
2017-09-07 00:00:00+00:00,3.90741,0.2842869
2017-09-08 00:00:00+00:00,-0.02456808,-0.64113873
2017-09-09 00:00:00+00:00,0.95343196,-0.41783044
2017-09-10 00:00:00+00:00,0.8922535,0.15805514
2017-09-11 00:00:00+00:00,2.3095777,-0.031278297
2017-09-12 00:00:00+00:00,1.5876865,0.036479495
2017-09-13 00:00:00+00:00,1.6866362,0.56512254
2017-09-14 00:00:00+00:00,2.4542928,0.7044964
2017-09-15 00:00:00+00:00,-2.3241513,-2.5950854
2017-09-16 00:00:00+00:00,0.7661301,-0.43266517
2017-09-17 00:00:00+00:00,4.9319434,1.5889533
2017-09-18 00:00:00+00:00,4.2067394,4.3891873
2017-09-19 00:00:00+00:00,2.4429495,0.10360021
2017-09-20 00:00:00+00:00,0.78772473,-0.4400912
2017-09-21 00:00:00+00:00,-0.0723235,-0.62820977
2017-09-22 00:00:00+00:00,0.017888665,-0.60407007
2017-09-23 00:00:00+00:00,2.4319887,0.3894452
2017-09-24 00:00:00+00:00,3.95427,1.3047868
2017-09-25 00:00:00+00:00,-1.3452134,-1.2766273
2017-09-26 00:00:00+00:00,0.94043845,-0.14941254
2017-09-27 00:00:00+00:00,2.5314617,0.6133164
2017-09-28 00:00:00+00:00,0.80513805,-0.42456535
2017-09-29 00:00:00+00:00,-1.004015,-1.1741284
2017-09-30 00:00:00+00:00,2.5043094,0.20589258
2017-10-01 00:00:00+00:00,0.8976932,-0.59081316
2017-10-02 00:00:00+00:00,0.8889821,-0.31635568
2017-10-03 00:00:00+00:00,1.484556,-0.118904494
2017-10-04 00:00:00+00:00,2.4948542,0.19739893
2017-10-05 00:00:00+00:00,2.4834166,0.63155407
2017-10-06 00:00:00+00:00,1.8054855,0.57172865
2017-10-07 00:00:00+00:00,0.0,-0.62276435
2017-10-08 00:00:00+00:00,-0.7046506,-0.8286497
2017-10-09 00:00:00+00:00,2.5411415,0.88401175
2017-10-10 00:00:00+00:00,0.7341226,-0.46452326
2017-10-11 00:00:00+00:00,3.130844,0.95620203
2017-10-12 00:00:00+00:00,1.603028,0.04630089
2017-10-13 00:00:00+00:00,0.0,-0.6144304
2017-10-14 00:00:00+00:00,0.0,-0.6043725
2017-10-15 00:00:00+00:00,0.08442533,-0.5798153
