symbol,id,orderId,orderListId,price,qty,quoteQty,commission,commissionAsset,time,isBuyer,isMaker,isBestMatch
ETHBUSD,475575,1976585,-1,3047.07,0.043,131.02401,0.0,ETH,1650121280126,True,False,True
ETHBUSD,475576,1976586,-1,3047.07,0.02826,86.1101982,0.0,ETH,1650121399222,True,False,True
ETHBUSD,475577,1976587,-1,3047.07,0.02316,70.5701412,0.0,ETH,1650121520279,True,False,True
ETHBUSD,475578,1976588,-1,3047.07,0.01201,36.5953107,0.0,ETH,1650121637521,True,False,True
ETHBUSD,475579,1976615,-1,3023.41000000,0.40790000,1233.24893900,0.00000000,ETH,1650130602301,True,True,True
ETHBUSD,475580,1976619,-1,1000.00000000,0.00356000,3.56000000,0.00000000,ETH,1650130828623,True,False,True
