Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1562328000000,0.00449000,0.00460000,0.00355000,0.00387010,1928297660.00000000,1562371199999,7506289.39817290,18589,858403324.00000000,3336426.01151920,0
1562371200000,0.00387410,0.00394260,0.00359010,0.00363510,540870497.00000000,1562414399999,2028671.32057580,8590,265418720.00000000,996752.57152250,0
1562414400000,0.00363170,0.00368000,0.00336520,0.00350000,469873790.00000000,1562457599999,1664132.76820800,8660,257305402.00000000,911746.93812710,0
1562457600000,0.00350400,0.00356180,0.00340000,0.00350040,275440997.00000000,1562500799999,961207.64041910,4676,138937125.00000000,484990.14977420,0
1562500800000,0.00349700,0.00365000,0.00343990,0.00353770,255172995.00000000,1562543999999,899145.43126480,4718,136173632.00000000,480103.25999880,0
1562544000000,0.00353780,0.00356180,0.00342620,0.00354900,153954371.00000000,1562587199999,540055.42029670,2498,88116675.00000000,309397.77582000,0
1562587200000,0.00354030,0.00355600,0.00340000,0.00345800,154491317.00000000,1562630399999,538016.58536510,2460,71340292.00000000,248626.40004270,0
1562630400000,0.00346200,0.00358200,0.00335640,0.00340880,162516121.00000000,1562673599999,565147.03239660,3548,74667803.00000000,260006.16018240,0
1562673600000,0.00340130,0.00351380,0.00339860,0.00345450,90859461.00000000,1562716799999,313381.30137970,2142,41141717.00000000,142041.13488460,0
1562716800000,0.00345760,0.00352940,0.00345100,0.00348430,91243208.00000000,1562759999999,319604.16858470,1725,47405216.00000000,166238.79536560,0
1562760000000,0.00348430,0.00352300,0.00325100,0.00334210,150031658.00000000,1562803199999,505019.08806380,3072,68193980.00000000,230027.89884130,0
1562803200000,0.00333580,0.00333950,0.00311610,0.00319840,93244190.00000000,1562846399999,298097.51967820,1799,43469783.00000000,139112.11045550,0
1562846400000,0.00319840,0.00327720,0.00309090,0.00320900,109567204.00000000,1562889599999,350412.80223510,1922,54909987.00000000,175504.36963860,0
1562889600000,0.00321050,0.00335980,0.00315620,0.00333500,126708767.00000000,1562932799999,415089.03484490,1974,76953486.00000000,251809.10469560,0
1562932800000,0.00333290,0.00334000,0.00321280,0.00326220,101913806.00000000,1562975999999,332734.31999600,1664,39116254.00000000,127821.45302410,0
1562976000000,0.00326260,0.00326530,0.00313580,0.00316160,46406969.00000000,1563019199999,148578.39932620,1109,21805924.00000000,69841.78236060,0
1563019200000,0.00317010,0.00325910,0.00313580,0.00325320,64324971.00000000,1563062399999,205552.59262010,1385,31594622.00000000,101055.14034250,0
1563062400000,0.00324740,0.00327880,0.00300010,0.00311680,115679216.00000000,1563105599999,366128.31210590,2213,51185753.00000000,162194.93985910,0
1563105600000,0.00310290,0.00313840,0.00290080,0.00291750,100979238.00000000,1563148799999,305648.39576260,1781,50770292.00000000,153635.01020320,0
1563148800000,0.00291750,0.00300000,0.00280110,0.00295280,100223930.00000000,1563191999999,290588.39629960,1700,46693109.00000000,135770.79949650,0
1563192000000,0.00295670,0.00313540,0.00282770,0.00307120,119803718.00000000,1563235199999,357996.32411020,2303,64893382.00000000,194357.38485090,0
1563235200000,0.00306240,0.00310090,0.00298330,0.00304520,43689090.00000000,1563278399999,132480.25003160,823,17655274.00000000,53588.38095490,0
1563278400000,0.00304300,0.00304770,0.00273230,0.00279940,115391348.00000000,1563321599999,329426.62001070,2055,57767782.00000000,164793.43755190,0
1563321600000,0.00279950,0.00298600,0.00270630,0.00277850,220211582.00000000,1563364799999,628307.17899430,2961,108493869.00000000,309022.53493380,0
1563364800000,0.00277850,0.00298260,0.00277850,0.00288220,100479712.00000000,1563407999999,291173.12678040,1646,48719834.00000000,141218.70443240,0
